juris_id,ecozone,canfi_species,genus,species,variety,a,b,k,cap,volm,count,rmse
QC,6,801,JUNI,VIR,,2.3651243838,-0.4146121490,0.6888511177,1.8172602065000001,498.37,24,0.046378392099999999
QC,6,1100,GENC,SPP,,10.3603955600,-1.0969467100,0.9656617226,2.5351777779,366.94,19,0.0155334289
QC,6,1150,UNKN,SPP,,10.3603955600,-1.0969467100,0.9656617226,2.5351777779,366.94,19,0.0155334289
QC,6,1200,POPU,SPP,,13.0390998120,-1.0706779970,0.9522933699,2.5253923647000001,576.63000001,28,0.0141719915
QC,6,1201,POPU,TRE,,13.0390998120,-1.0706779970,0.9522933699,2.5253923647000001,576.63000001,28,0.0141719915
QC,6,1203,POPU,BAL,,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
QC,6,1203,POPU,BAL,BAL,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
QC,6,1205,POPU,DEL,,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
QC,6,1205,POPU,DEL,DEL,6.2892366601,-0.8242621860,0.9098952289,2.5862667261999999,511.56000001000001,21,0.0530067803
QC,6,1206,POPU,GRA,,25.7653466640,-1.2201817870,0.9614085007,2.3667554329999998,558.17999999999995,25,0.026664937600000001
QC,6,1211,POPU,BAL,GRA,13.0113742880,-1.0724005860,0.9566547274,2.5224978806,576.63000001,29,0.015465398300000001
QC,6,1301,BETU,ALL,,12.6409748480,-1.1987202750,0.9779342105,1.8767557858999999,420.56,22,0.0135618428
QC,6,1303,BETU,PAP,,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
QC,6,1303,BETU,PAP,PAP,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
QC,6,1304,BETU,POP,,10.9556701370,-1.0367413810,0.9444934110,2.1932308868999999,423.37,20,0.0140699221
QC,6,1400,ACER,SPP,,11.6101369230,-0.9823200280,0.9325194746,2.7294608804,509.08999999999997,24,0.034711266800000001
QC,6,1401,ACER,SAH,,11.6101369230,-0.9823200280,0.9325194746,2.7294608804,509.08999999999997,24,0.034711266800000001
QC,6,1405,ACER,RUB,,5.6472118366,-0.8534883140,0.9317554028,1.8757602227000001,362.27999999999997,18,0.018975249400000001
QC,6,1406,ACER,SAC,,11.6101369230,-0.9823200280,0.9325194746,2.7294608804,509.08999999999997,24,0.034711266800000001
QC,6,1410,ACER,PEN,,8.2092866390,-0.9376040840,0.9441136339,2.1757055542999999,509.08999999999997,24,0.025335703599999999
QC,6,1411,ACER,SPI,,8.2092866390,-0.9376040840,0.9441136339,2.1757055542999999,509.08999999999997,24,0.025335703599999999
QC,6,1550,GENH,SPP,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,6,1601,CARY,COR,,1.2575418471,-0.0432987710,0.0000000100,1.089078843,205.77000000000001,7,0.049163641500000001
QC,6,1701,JUGL,CIN,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,6,1702,JUGL,NIG,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,6,1800,ALNU,SPP,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,6,1803,ALNU,VIR,CRI,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,6,1805,ALNU,INC,RUG,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,6,1805,ALNU,INC,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,6,1900,OSTR,SPP,,8.7322934579,-0.7975412510,0.8289801512,2.3460097000000002,187.47999998,7,0.11425374169999999
QC,6,1900,OSTR,VIR,,8.7322934579,-0.7975412510,0.8289801512,2.3460097000000002,187.47999998,7,0.11425374169999999
QC,6,1950,CARP,CAR,,8.7322934579,-0.7975412510,0.8289801512,2.3460097000000002,187.47999998,7,0.11425374169999999
QC,6,1950,CARP,SPP,,8.7322934579,-0.7975412510,0.8289801512,2.3460097000000002,187.47999998,7,0.11425374169999999
QC,6,2000,FAGU,GRA,,8.8047188948,-0.9070210910,0.9167742929,2.2808884685000002,496.33000000999999,21,0.038690646500000002
QC,6,2101,QUER,ALB,,3.1677380965,-0.6029833580,0.8667490110,1.5847977340999999,377.19999999999999,18,0.0236285158
QC,6,2102,QUER,BIC,,3.1677380965,-0.6029833580,0.8667490110,1.5847977340999999,377.19999999999999,18,0.0236285158
QC,6,2104,QUER,MAC,,3.1677380965,-0.6029833580,0.8667490110,1.5847977340999999,377.19999999999999,18,0.0236285158
QC,6,2108,QUER,RUB,,3.1677380965,-0.6029833580,0.8667490110,1.5847977340999999,377.19999999999999,18,0.0236285158
QC,6,2200,ULMU,SPP,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
QC,6,2201,ULMU,AME,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
QC,6,2202,ULMU,RUB,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
QC,6,2203,ULMU,THO,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
QC,6,2801,PRUN,SER,,7.0569452054,-0.7585748570,0.8459341825,2.3845919393999999,240.91999999999999,7,0.1533724548
QC,6,2802,PRUN,PEN,,99.9999999900,-1.7249762050,1.0309370701,1.9924107255000001,117.78,6,0.016825204999999999
QC,6,2804,PRUN,VIR,,99.9999999900,-1.7249762050,1.0309370701,1.9924107255000001,117.78,6,0.016825204999999999
QC,6,2804,PRUN,VIR,VIR,99.9999999900,-1.7249762050,1.0309370701,1.9924107255000001,117.78,6,0.016825204999999999
QC,6,3000,TILI,AME,,8.3241022210,-1.1718914970,1.0002582932,2.2114388001999998,463.33999999999997,18,0.065580297499999995
QC,6,3400,FRAX,SPP,,11.9745031900,-1.0866214000,0.9528022390,2.5432369860000001,384.37,17,0.018784415200000001
QC,6,3401,FRAX,AME,,2.3139168742,-0.2803888170,0.3978048210,1.7205033163000001,296.20999999999998,11,0.075180534500000007
QC,6,3402,FRAX,NIG,,11.9745031900,-1.0866214000,0.9528022390,2.5432369860000001,384.37,17,0.018784415200000001
QC,6,3403,FRAX,PEN,,11.9745031900,-1.0866214000,0.9528022390,2.5432369860000001,384.37,17,0.018784415200000001
QC,6,3500,SALI,SPP,,33.3278640580,-1.5285181250,1.0510006224,1.9152125892,121.39,7,0.037680852700000003
QC,6,3506,SALI,BEB,,33.3278640580,-1.5285181250,1.0510006224,1.9152125892,121.39,7,0.037680852700000003
QC,6,3910,CRAT,SPP,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,6,3930,MALU,COR,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,6,3930,MALU,FUS,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,6,3930,MALU,SPP,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,6,3960,SORB,SPP,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,6,3961,SORB,AME,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,6,3962,SORB,DEC,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,7,100,PICE,SPP,,7.1463147575,-0.8777828090,0.8853131992,2.3927985087999999,304.63999998999998,15,0.026058301200000002
QC,7,101,PICE,MAR,,7.1463147575,-0.8777828090,0.8853131992,2.3927985087999999,304.63999998999998,15,0.026058301200000002
QC,7,102,PICE,RUB,,8.0460273555,-0.9061955120,0.9075238108,2.5323479179000001,501.73000000000002,18,0.0172840784
QC,7,103,PICE,ABI,,88.8986473280,-1.8711187270,1.0543944595,3.0118380552000001,328.69999999999999,9,0.087281999400000004
QC,7,105,PICE,GLA,,5.8046992766,-0.8152639380,0.8839233439,2.4855262328999999,390.93999998999999,18,0.027029787699999999
QC,7,107,PICE,MAR,RUB,8.0460273555,-0.9061955120,0.9075238108,2.5323479179000001,501.73000000000002,18,0.0172840784
QC,7,200,PINU,SPP,,17.9597063250,-1.1352917350,0.9296470055,12.470733409999999,219.57000002000001,8,0.11809085900000001
QC,7,202,PINU,STR,,1.7213623473,-0.2377887140,0.4558157085,1.4352873776999999,454.22000000000003,13,0.092844411000000002
QC,7,203,PINU,BAN,,17.9597063250,-1.1352917350,0.9296470055,12.470733409999999,219.57000002000001,8,0.11809085900000001
QC,7,209,PINU,RES,,5.3956051957,-0.8226459630,0.8916687417,3.4785713832999998,294.12,14,0.1012340696
QC,7,211,PINU,SYL,,5.3956051957,-0.8226459630,0.8916687417,3.4785713832999998,294.12,14,0.1012340696
QC,7,302,ABIE,BAL,,7.4908046243,-0.8041971130,0.8461574506,2.6715592128000001,395.44999999999999,20,0.0271584827
QC,7,304,ABIE,LAS,,7.4908046243,-0.8041971130,0.8461574506,2.6715592128000001,395.44999999999999,20,0.0271584827
QC,7,401,TSUG,CAN,,1.8741541584,-0.1226883790,0.0000000100,1.6905306064000001,329.31999999999999,16,0.1328117275
QC,7,602,LARI,LAR,,4.6171681302,-0.5039079600,0.5838137153,2.5344177741,328.31000001000001,17,0.077977071600000003
QC,7,605,LARI,KAE,,4.6171681302,-0.5039079600,0.5838137153,2.5344177741,328.31000001000001,17,0.077977071600000003
QC,7,701,THUJ,OCC,,6.1382845075,-0.8340080640,0.8998563017,2.6043262248999999,427.87,22,0.0125835455
QC,7,801,JUNI,VIR,,6.1382845075,-0.8340080640,0.8998563017,2.6043262248999999,427.87,22,0.0125835455
QC,7,1100,GENC,SPP,,5.8046992766,-0.8152639380,0.8839233439,2.4855262328999999,390.93999998999999,18,0.027029787699999999
QC,7,1150,UNKN,SPP,,5.8046992766,-0.8152639380,0.8839233439,2.4855262328999999,390.93999998999999,18,0.027029787699999999
QC,7,1200,POPU,SPP,,17.5083174170,-1.1231913080,0.9484767787,3.5773274698000002,552.84000000000003,26,0.018365942699999999
QC,7,1201,POPU,TRE,,17.5083174170,-1.1231913080,0.9484767787,3.5773274698000002,552.84000000000003,26,0.018365942699999999
QC,7,1203,POPU,BAL,,17.2833518630,-1.1075491990,0.9219602620,3.1818837379999998,476.36000001000002,22,0.0320604164
QC,7,1203,POPU,BAL,BAL,17.2833518630,-1.1075491990,0.9219602620,3.1818837379999998,476.36000001000002,22,0.0320604164
QC,7,1205,POPU,DEL,,17.2833518630,-1.1075491990,0.9219602620,3.1818837379999998,476.36000001000002,22,0.0320604164
QC,7,1205,POPU,DEL,DEL,17.2833518630,-1.1075491990,0.9219602620,3.1818837379999998,476.36000001000002,22,0.0320604164
QC,7,1206,POPU,GRA,,14.6347618760,-0.8954021860,0.8359541598,7.2086713198999997,510.49000000000001,20,0.091128362700000007
QC,7,1211,POPU,BAL,GRA,17.3588679390,-1.1163409730,0.9448002424,3.5648974400000002,552.84000000000003,26,0.018415912400000001
QC,7,1301,BETU,ALL,,7.1569009084,-0.9892978520,0.9558860946,2.0728190421999999,416.75999999999999,19,0.022763255699999999
QC,7,1303,BETU,PAP,,9.0600534867,-0.9447180860,0.9277377780,2.3965162923999999,331.39999999999998,16,0.017731020199999999
QC,7,1303,BETU,PAP,PAP,9.0600534867,-0.9447180860,0.9277377780,2.3965162923999999,331.39999999999998,16,0.017731020199999999
QC,7,1304,BETU,POP,,99.9999999900,-1.9921692370,1.1634015380,3.7287992654000002,134.38999999999999,7,0.18173730739999999
QC,7,1400,ACER,SPP,,10.3389089850,-1.1226407890,0.9812876176,2.1189955196999999,553.62,23,0.0098138911999999991
QC,7,1401,ACER,SAH,,10.3389089850,-1.1226407890,0.9812876176,2.1189955196999999,553.62,23,0.0098138911999999991
QC,7,1405,ACER,RUB,,9.5762554586,-0.9997553350,0.9471526933,2.3822068596000001,637.21000000000004,20,0.017841987699999999
QC,7,1406,ACER,SAC,,10.3389089850,-1.1226407890,0.9812876176,2.1189955196999999,553.62,23,0.0098138911999999991
QC,7,1410,ACER,PEN,,99.9999999900,-2.4788376100,1.0227183106,1.7171880145,138.78,4,0.042349126600000002
QC,7,1411,ACER,SPI,,99.9999999900,-2.4788376100,1.0227183106,1.7171880145,138.78,4,0.042349126600000002
QC,7,1550,GENH,SPP,,26.0581111550,-1.2891453680,0.9799555977,2.2275325778999999,386.17000000000002,17,0.0141742406
QC,7,1701,JUGL,CIN,,26.0581111550,-1.2891453680,0.9799555977,2.2275325778999999,386.17000000000002,17,0.0141742406
QC,7,1702,JUGL,NIG,,26.0581111550,-1.2891453680,0.9799555977,2.2275325778999999,386.17000000000002,17,0.0141742406
QC,7,1800,ALNU,SPP,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,7,1803,ALNU,VIR,CRI,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,7,1805,ALNU,INC,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,7,1805,ALNU,INC,RUG,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,7,1900,OSTR,SPP,,8.5182485872,-0.9651393800,0.9392360744,3.0965829372,245.93999998999999,8,0.056323257799999998
QC,7,1900,OSTR,VIR,,8.5182485872,-0.9651393800,0.9392360744,3.0965829372,245.93999998999999,8,0.056323257799999998
QC,7,1950,CARP,CAR,,8.5182485872,-0.9651393800,0.9392360744,3.0965829372,245.93999998999999,8,0.056323257799999998
QC,7,1950,CARP,SPP,,8.5182485872,-0.9651393800,0.9392360744,3.0965829372,245.93999998999999,8,0.056323257799999998
QC,7,2000,FAGU,GRA,,26.2068812520,-1.4232533540,1.0074360408,2.8178815123000001,283.94999999999999,15,0.027664093899999999
QC,7,2108,QUER,RUB,,3.1677380965,-0.6029833580,0.8667490110,1.5847977340999999,377.19999999999999,18,0.0236285158
QC,7,2200,ULMU,SPP,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
QC,7,2201,ULMU,AME,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
QC,7,2202,ULMU,RUB,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
QC,7,2203,ULMU,THO,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
QC,7,2801,PRUN,SER,,46.2263469120,-1.4292333560,0.9451685267,2.8010336266999998,197.91,9,0.079970633400000005
QC,7,2802,PRUN,PEN,,29.9922473100,-1.3334981610,1.0096605262,2.0554762514,119.20999999,6,0.036596722800000002
QC,7,2804,PRUN,VIR,VIR,29.9922473100,-1.3334981610,1.0096605262,2.0554762514,119.20999999,6,0.036596722800000002
QC,7,2804,PRUN,VIR,,29.9922473100,-1.3334981610,1.0096605262,2.0554762514,119.20999999,6,0.036596722800000002
QC,7,3000,TILI,AME,,8.3241022210,-1.1718914970,1.0002582932,2.2114388001999998,463.33999999999997,18,0.065580297499999995
QC,7,3400,FRAX,SPP,,7.6566450024,-0.8440443290,0.8541945704,2.7159804002999999,189.19999999999999,10,0.0509002359
QC,7,3401,FRAX,AME,,13.2756226060,-0.9383416910,0.8772846073,3.8571903663999998,386.17000000000002,15,0.0740092901
QC,7,3402,FRAX,NIG,,7.6566450024,-0.8440443290,0.8541945704,2.7159804002999999,189.19999999999999,10,0.0509002359
QC,7,3403,FRAX,PEN,,7.6566450024,-0.8440443290,0.8541945704,2.7159804002999999,189.19999999999999,10,0.0509002359
QC,7,3500,SALI,SPP,,99.9999999900,-1.9030875040,0.9957329090,1.8373273257,153.56999999999999,5,0.070761613099999995
QC,7,3506,SALI,BEB,,99.9999999900,-1.9030875040,0.9957329090,1.8373273257,153.56999999999999,5,0.070761613099999995
QC,7,3910,CRAT,SPP,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,7,3930,MALU,COR,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,7,3930,MALU,FUS,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,7,3930,MALU,SPP,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,7,3960,SORB,SPP,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,7,3961,SORB,AME,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,7,3962,SORB,DEC,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,8,100,PICE,SPP,,14.8231720180,-1.0710009680,0.9245382244,3.4172144844000001,191.26000001,10,0.043311876499999999
QC,8,101,PICE,MAR,,14.8231720180,-1.0710009680,0.9245382244,3.4172144844000001,191.26000001,10,0.043311876499999999
QC,8,102,PICE,RUB,,7.6584358407,-0.8081868210,0.8437184859,2.8711979412000002,342.14999999999998,15,0.049701583399999999
QC,8,103,PICE,ABI,,88.8986473280,-1.8711187270,1.0543944595,3.0118380552000001,328.69999999999999,9,0.087281999400000004
QC,8,105,PICE,GLA,,31.3160837200,-1.5913263030,1.0311526112,2.7962667750999999,283.13999999999999,14,0.0767772803
QC,8,107,PICE,MAR,RUB,7.6584358407,-0.8081868210,0.8437184859,2.8711979412000002,342.14999999999998,15,0.049701583399999999
QC,8,200,PINU,SPP,,99.9999999900,-2.1310960480,0.9976789565,4.4333936486000001,162.84999999999999,6,0.11523083720000001
QC,8,202,PINU,STR,,3.8354056091,-0.6800715620,0.8948957285,2.0452894507999999,544.47000001000004,22,0.0358420905
QC,8,203,PINU,BAN,,99.9999999900,-2.1310960480,0.9976789565,4.4333936486000001,162.84999999999999,6,0.11523083720000001
QC,8,209,PINU,RES,,5.3956051957,-0.8226459630,0.8916687417,3.4785713832999998,294.12,14,0.1012340696
QC,8,211,PINU,SYL,,5.3956051957,-0.8226459630,0.8916687417,3.4785713832999998,294.12,14,0.1012340696
QC,8,302,ABIE,BAL,,6.4485595687,-0.6657940550,0.7269300835,2.8553071498999998,301.24000000000001,15,0.022337095299999998
QC,8,304,ABIE,LAS,,6.4485595687,-0.6657940550,0.7269300835,2.8553071498999998,301.24000000000001,15,0.022337095299999998
QC,8,401,TSUG,CAN,,5.1750186988,-0.4571518200,0.4174101427,4.0226391959000001,391.35000000000002,20,0.12605962039999999
QC,8,602,LARI,LAR,,9.6933109848,-0.8493113780,0.8425397881,3.2708174050999999,263.75999998999998,14,0.059519371299999999
QC,8,605,LARI,KAE,,9.6933109848,-0.8493113780,0.8425397881,3.2708174050999999,263.75999998999998,14,0.059519371299999999
QC,8,701,THUJ,OCC,,6.2838934177,-0.7723283220,0.8590741269,2.5503068900999999,376.37,17,0.0279012888
QC,8,801,JUNI,VIR,,6.2838934177,-0.7723283220,0.8590741269,2.5503068900999999,376.37,17,0.0279012888
QC,8,1100,GENC,SPP,,31.3160837200,-1.5913263030,1.0311526112,2.7962667750999999,283.13999999999999,14,0.0767772803
QC,8,1150,UNKN,SPP,,31.3160837200,-1.5913263030,1.0311526112,2.7962667750999999,283.13999999999999,14,0.0767772803
QC,8,1200,POPU,SPP,,16.2801802470,-1.0629787640,0.9492068859,3.2665952120999999,386.75999999999999,16,0.0352680176
QC,8,1201,POPU,TRE,,16.2801802470,-1.0629787640,0.9492068859,3.2665952120999999,386.75999999999999,16,0.0352680176
QC,8,1203,POPU,BAL,,3.8071201046,-0.6420297460,0.8460377350,2.3771096026,327.87000001000001,13,0.070432418400000002
QC,8,1203,POPU,BAL,BAL,3.8071201046,-0.6420297460,0.8460377350,2.3771096026,327.87000001000001,13,0.070432418400000002
QC,8,1205,POPU,DEL,,99.9999999900,-1.9948506970,1.0140665899,1.7401814868000001,238.21000000000001,8,0.097327941599999995
QC,8,1205,POPU,DEL,DEL,99.9999999900,-1.9948506970,1.0140665899,1.7401814868000001,238.21000000000001,8,0.097327941599999995
QC,8,1206,POPU,GRA,,59.0640261450,-1.7506602060,1.0681289178,3.3016991231000001,390.17000001000002,16,0.050636863599999998
QC,8,1211,POPU,BAL,GRA,14.9588720710,-1.0574291370,0.9553174633,3.0007043911000002,390.17000001000002,18,0.022224532799999999
QC,8,1301,BETU,ALL,,78.2068127670,-1.6001789990,0.9864181182,7.1463279198,288.85999999000001,14,0.071445727200000003
QC,8,1303,BETU,PAP,,99.9999999900,-1.6705049130,0.9941228002,1.5997912647999999,308.29000000000002,12,0.048433720499999999
QC,8,1303,BETU,PAP,PAP,99.9999999900,-1.6705049130,0.9941228002,1.5997912647999999,308.29000000000002,12,0.048433720499999999
QC,8,1304,BETU,POP,,12.3191673250,-1.0319703810,1.0103372247,2.4164030742999998,119.46000001,6,0.076824622600000003
QC,8,1400,ACER,SPP,,99.9999999900,-1.7813048980,1.0099790976,3.2366115131000002,524.08000000000004,25,0.024524101100000001
QC,8,1401,ACER,SAH,,99.9999999900,-1.7813048980,1.0099790976,3.2366115131000002,524.08000000000004,25,0.024524101100000001
QC,8,1404,ACER,NEG,,99.9999999900,-1.7813048980,1.0099790976,3.2366115131000002,524.08000000000004,25,0.024524101100000001
QC,8,1405,ACER,RUB,,13.7371770690,-1.0466108150,0.9433046303,2.5535033857,498.48000000000002,21,0.0165294338
QC,8,1406,ACER,SAC,,10.0541963230,-1.1545737950,0.9979139340,1.9314017955,427.14999999999998,19,0.039266010699999999
QC,8,1410,ACER,PEN,,99.9999999900,-2.4788376100,1.0227183106,1.7171880145,138.78,4,0.042349126600000002
QC,8,1411,ACER,SPI,,99.9999999900,-2.4788376100,1.0227183106,1.7171880145,138.78,4,0.042349126600000002
QC,8,1550,GENH,SPP,,25.1393815900,-1.3905542920,1.0083890706,2.1369160312000002,425.24000000000001,18,0.040855277799999999
QC,8,1601,CARY,COR,,1.2575418471,-0.0432987710,0.0000000100,1.089078843,205.77000000000001,7,0.049163641500000001
QC,8,1701,JUGL,CIN,,25.1393815900,-1.3905542920,1.0083890706,2.1369160312000002,425.24000000000001,18,0.040855277799999999
QC,8,1702,JUGL,NIG,,25.1393815900,-1.3905542920,1.0083890706,2.1369160312000002,425.24000000000001,18,0.040855277799999999
QC,8,1800,ALNU,SPP,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,8,1803,ALNU,VIR,CRI,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,8,1805,ALNU,INC,RUG,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,8,1805,ALNU,INC,,22.6136505760,-1.2739991780,0.9814423067,1.9960006079999999,496.33000000999999,23,0.0134739097
QC,8,1900,OSTR,SPP,,8.5182485872,-0.9651393800,0.9392360744,3.0965829372,245.93999998999999,8,0.056323257799999998
QC,8,1900,OSTR,VIR,,8.5182485872,-0.9651393800,0.9392360744,3.0965829372,245.93999998999999,8,0.056323257799999998
QC,8,1950,CARP,CAR,,8.5182485872,-0.9651393800,0.9392360744,3.0965829372,245.93999998999999,8,0.056323257799999998
QC,8,1950,CARP,SPP,,8.5182485872,-0.9651393800,0.9392360744,3.0965829372,245.93999998999999,8,0.056323257799999998
QC,8,2000,FAGU,GRA,,2.8373649372,-0.2047994970,0.0000000100,1.6954935348,322.25,15,0.20310167400000001
QC,8,2101,QUER,ALB,,3.1303472070,-0.7342450850,0.9909207806,2.0256089661000001,174.27000000000001,8,0.086262397800000001
QC,8,2102,QUER,BIC,,3.1303472070,-0.7342450850,0.9909207806,2.0256089661000001,174.27000000000001,8,0.086262397800000001
QC,8,2104,QUER,MAC,,3.1303472070,-0.7342450850,0.9909207806,2.0256089661000001,174.27000000000001,8,0.086262397800000001
QC,8,2108,QUER,RUB,,99.9999999900,-1.4345470680,0.9207593820,1.2936419827000001,248.25999999999999,9,0.039961625399999999
QC,8,2200,ULMU,SPP,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
QC,8,2201,ULMU,AME,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
QC,8,2202,ULMU,RUB,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
QC,8,2203,ULMU,THO,,23.3159296970,-1.4224372200,1.0527662932,2.8975418262999999,145.62,8,0.062752660599999996
QC,8,2801,PRUN,SER,,11.3208028370,-0.9221353690,0.8777604588,4.0612422008999998,325.18000000000001,7,0.023577791399999999
QC,8,2802,PRUN,PEN,,11.3208028370,-0.9221353690,0.8777604588,4.0612422008999998,325.18000000000001,7,0.023577791399999999
QC,8,2804,PRUN,VIR,,11.3208028370,-0.9221353690,0.8777604588,4.0612422008999998,325.18000000000001,7,0.023577791399999999
QC,8,2804,PRUN,VIR,VIR,11.3208028370,-0.9221353690,0.8777604588,4.0612422008999998,325.18000000000001,7,0.023577791399999999
QC,8,3000,TILI,AME,,99.9999999900,-1.8049038930,0.9991858726,3.6247561428999999,425.24000000000001,14,0.22225904839999999
QC,8,3400,FRAX,SPP,,7.1604353641,-1.0299385770,0.9864962713,2.4834655374999999,203.37,9,0.057508486800000001
QC,8,3401,FRAX,AME,,1.2673623728,-0.2107094570,0.5731588242,1.3282761917999999,266.64999999999998,14,0.1055826461
QC,8,3402,FRAX,NIG,,7.1604353641,-1.0299385770,0.9864962713,2.4834655374999999,203.37,9,0.057508486800000001
QC,8,3403,FRAX,PEN,,1.2673623728,-0.2107094570,0.5731588242,1.3282761917999999,266.64999999999998,14,0.1055826461
QC,8,3405,FRAX,PEN,,2.4114009354,-0.1898658130,0.0000000099,1.5309370690999999,296.81000001000001,12,0.17011272459999999
QC,8,3405,FRAX,PEN,SUB,2.4114009354,-0.1898658130,0.0000000099,1.5309370690999999,296.81000001000001,12,0.17011272459999999
QC,8,3500,SALI,SPP,,99.9999999900,-1.9030875040,0.9957329090,1.8373273257,153.56999999999999,5,0.070761613099999995
QC,8,3506,SALI,BEB,,99.9999999900,-1.9030875040,0.9957329090,1.8373273257,153.56999999999999,5,0.070761613099999995
QC,8,3910,CRAT,SPP,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,8,3930,MALU,COR,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,8,3930,MALU,FUS,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,8,3930,MALU,SPP,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,8,3960,SORB,SPP,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,8,3961,SORB,AME,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,8,3962,SORB,DEC,,5.5531591611,-0.7823893280,0.8490929820,1.8034858802,139.09,6,0.054874357700000001
QC,15,100,PICE,SPP,,6.6605738633,-0.8239476610,0.8750763458,2.3407788272999999,254.11000000000001,11,0.081372694499999995
QC,15,101,PICE,MAR,,6.6605738633,-0.8239476610,0.8750763458,2.3407788272999999,254.11000000000001,11,0.081372694499999995
